Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Mahindra XUV500 W8 2WD,Delhi,8814.52,2012,65000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,Delhi,3083.52,3083.52,8,2,9.084155640711822,labeled_for_modeling
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,8048.04,2014,40000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,22.32,1582.0,126.32,,West Bengal,1033.14,1033.14,6,1,8.993183862506095,labeled_for_modeling
Toyota Innova Crysta 2.8 ZX AT,Mumbai,29509.48,2017,30000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,27 Lakh,11.36,2755.0,171.5,2700.0,Maharashtra,2589.95,2589.95,3,1,10.292466846636357,labeled_for_modeling
Maruti Eeco 5 Seater AC,Coimbatore,5993.87,2017,38053,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,5.13 Lakh,15.1,1196.0,73.0,513.0,Tamil Nadu,2629.14,2629.14,3,1,8.698492559286391,labeled_for_modeling
Tata Nano Twist XT,Bangalore,3295.86,2014,25500,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4.0,,25.4,624.0,37.5,,Karnataka,1950.36,1950.36,6,1,8.100422414399088,labeled_for_modeling
BMW 3 Series 320d Luxury Line,Mumbai,31808.92,2015,56087,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,54.43 Lakh,22.69,1995.0,190.0,5443.0,Maharashtra,2202.22,2202.22,5,1,10.36750203257927,labeled_for_modeling
Honda Civic 2006-2010 1.8 V MT,Delhi,5135.42,2010,71088,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,13.5,1799.0,130.0,,Delhi,4834.66,4834.66,10,1,8.543916910644,labeled_for_modeling
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,17031.19,2014,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.99,2494.0,100.6,,Gujarat,1905.26,1905.26,6,1,9.742801647903669,labeled_for_modeling
Volvo V40 Cross Country D3,Bangalore,30659.2,2014,32700,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,,23.3,1984.0,150.0,,Karnataka,1950.36,1950.36,6,1,10.330688059456554,labeled_for_modeling
Nissan Micra XV CVT,Coimbatore,10040.89,2016,39882,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5.0,9.51 Lakh,19.15,1198.0,75.94,951.0,Tamil Nadu,2348.93,2348.93,4,1,9.214421034735274,labeled_for_modeling
BMW 5 Series 2010-2013 525i,Mumbai,10730.72,2009,128000,Petrol,Automatic,First,10.8 kmpl,2497 CC,215 bhp,5.0,,10.8,2497.0,215.0,,Maharashtra,2736.81,2736.81,11,1,9.280865934957877,labeled_for_modeling
Maruti Vitara Brezza VDi,Mumbai,11497.2,2016,55000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.96 Lakh,24.3,1248.0,88.5,996.0000000000001,Maharashtra,2455.89,2455.89,4,1,9.349858806444828,labeled_for_modeling
Hyundai Santro Xing XL eRLX Euro III,Mumbai,1303.02,2005,102000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5.0,,17.0,1086.0,94.0,,Maharashtra,2736.81,2736.81,15,2,7.172439926201215,labeled_for_modeling
Mercedes-Benz B Class B200 CDI,Pune,25677.08,2014,53753,Diesel,Automatic,Second,15.0 kmpl,2143 CC,107.3 bhp,5.0,,15.0,2143.0,107.3,,Maharashtra,1992.54,1992.54,6,2,10.15335404417364,labeled_for_modeling
Hyundai Verna CRDi 1.6 SX Option,Kolkata,16785.91,2018,10250,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.44 Lakh,22.0,1582.0,126.2,1444.0,West Bengal,1558.8,1558.8,2,1,9.728295123017533,labeled_for_modeling
Maruti Wagon R LXI BS IV,Pune,3755.75,2011,43874,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,Maharashtra,1493.96,1493.96,9,1,8.231043277942533,labeled_for_modeling
Tata Nano XTA,Coimbatore,4951.46,2017,32684,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,21.9,624.0,37.48,,Tamil Nadu,2629.14,2629.14,3,1,8.507437761568635,labeled_for_modeling
Mahindra Scorpio VLX,Kolkata,11880.44,2014,42000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,12.05,2179.0,120.0,,West Bengal,1033.14,1033.14,6,1,9.38264862926782,labeled_for_modeling
Mercedes-Benz New C-Class 200 K AT,Kolkata,14333.18,2009,28352,Petrol,Automatic,First,11.7 kmpl,1796 CC,178 bhp,5.0,,11.7,1796.0,178.0,,West Bengal,1576.62,1576.62,11,1,9.57033240827595,labeled_for_modeling
Maruti Wagon R LXI CNG,Pune,4982.12,2013,89900,CNG,Manual,First,26.6 kmpl,998 CC,58.16 bhp,5.0,,26.6,998.0,58.16,,Maharashtra,1878.92,1878.92,7,1,8.513610782244209,labeled_for_modeling
Honda CR-V 2.4 MT,Bangalore,8048.04,2007,47700,Petrol,Manual,Second,10.8 kmpl,2354 CC,152 bhp,5.0,,10.8,2354.0,152.0,,Karnataka,3325.24,3325.24,13,2,8.993183862506095,labeled_for_modeling
Volkswagen Vento 1.5 TDI Comfortline AT,Pune,11113.96,2015,55000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,21.21,1498.0,103.2,,Maharashtra,2202.22,2202.22,5,1,9.315957254769147,labeled_for_modeling
Maruti Ciaz VXi Plus,Kochi,11451.21,2017,44285,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,20.73,1373.0,91.1,,Kerala,2748.78,2748.78,3,1,9.345850680254875,labeled_for_modeling
Mahindra XUV500 AT W10 FWD,Jaipur,20311.72,2016,54000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,Rajasthan,1378.86,1378.86,4,1,9.918953338334795,labeled_for_modeling
Maruti Ritz VXI ABS,Coimbatore,8906.5,2016,30232,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,21.1,1197.0,85.8,,Tamil Nadu,2348.93,2348.93,4,1,9.09453662623254,labeled_for_modeling
Maruti Alto K10 VXI,Hyderabad,3985.7,2014,88500,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.53 Lakh,24.07,998.0,67.1,453.0,Telangana,1861.56,1861.56,6,1,8.290468234518329,labeled_for_modeling
Mercedes-Benz SLC 43 AMG,Kolkata,82779.84,2017,13372,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2.0,95.04 Lakh,19.0,2996.0,362.07,9504.0,West Bengal,1371.02,1371.02,3,1,11.323939832466838,labeled_for_modeling
Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,17629.04,2019,12645,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.49 Lakh,17.0,1591.0,121.3,1349.0,Kerala,3133.18,3133.18,1,1,9.777302821271768,labeled_for_modeling
Maruti Alto LXi BSIII,Chennai,2452.74,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,19.7,796.0,46.3,,Tamil Nadu,3144.42,3144.42,10,2,7.804961045978824,labeled_for_modeling
BMW 1 Series 118d Base,Coimbatore,26397.57,2015,31821,Diesel,Automatic,First,20.58 kmpl,1995 CC,143 bhp,5.0,,20.58,1995.0,143.0,,Tamil Nadu,2130.42,2130.42,5,1,10.18102723944342,labeled_for_modeling
Honda Jazz 1.2 V CVT i VTEC,Mumbai,9197.76,2015,12000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,19.0,1199.0,88.7,,Maharashtra,2202.22,2202.22,5,1,9.126715255130618,labeled_for_modeling
Honda Civic 2006-2010 1.8 V MT,Delhi,6055.19,2012,88578,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,13.5,1799.0,130.0,,Delhi,3083.52,3083.52,8,1,8.70867103452048,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,27516.63,2014,44965,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,19.27,2143.0,170.0,,Kerala,2033.06,2033.06,6,1,10.222545828153535,labeled_for_modeling
Honda Amaze SX i-DTEC,Kolkata,5671.95,2014,45044,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,25.8,1498.0,98.6,,West Bengal,1033.14,1033.14,6,1,8.643288252940387,labeled_for_modeling
Maruti Swift VVT VXI,Kochi,8323.97,2016,34204,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,,22.0,1197.0,81.8,,Kerala,2493.69,2493.69,4,1,9.02689458347051,labeled_for_modeling
Hyundai Santro Xing XO eRLX Euro II,Kochi,2560.04,2008,80759,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,,17.0,1086.0,94.0,,Kerala,2916.48,2916.48,12,3,7.847778162351539,labeled_for_modeling
Toyota Fortuner 3.0 Diesel,Coimbatore,20679.63,2012,91235,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,11.5,2982.0,171.0,,Tamil Nadu,1580.1,1580.1,8,1,9.936904436779523,labeled_for_modeling
Chevrolet Beat LT Option,Pune,4368.94,2014,38800,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,18.6,1199.0,76.8,,Maharashtra,1992.54,1992.54,6,1,8.382275695737428,labeled_for_modeling
Skoda Rapid 1.5 TDI Elegance,Chennai,7281.56,2013,83000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,21.14,1498.0,103.52,,Tamil Nadu,1754.4,1754.4,7,1,8.893100403949113,labeled_for_modeling
Maruti Ciaz 1.4 Alpha,Kochi,15176.3,2018,41283,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,20.73,1373.0,91.1,,Kerala,3081.56,3081.56,2,1,9.627490279474289,labeled_for_modeling
Audi RS5 Coupe,Mumbai,56719.52,2013,23000,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4.0,1.28 Cr,11.05,2894.0,444.0,12800.0,Maharashtra,1878.92,1878.92,7,1,10.945873698546787,labeled_for_modeling
BMW 3 Series Luxury Line,Mumbai,40623.44,2014,48000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,60.88 Lakh,21.76,1995.0,190.0,6088.0,Maharashtra,1992.54,1992.54,6,1,10.61210051889474,labeled_for_modeling
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,35748.63,2015,48214,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,17.11,1968.0,174.33,,Tamil Nadu,2130.42,2130.42,5,1,10.484267225709537,labeled_for_modeling
Maruti Swift VDI,Chennai,9581.0,2016,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Tamil Nadu,2348.93,2348.93,4,1,9.167537249650874,labeled_for_modeling
Mercedes-Benz S Class 2005 2013 S 500,Kolkata,45988.8,2010,35277,Petrol,Automatic,First,7.81 kmpl,5461 CC,362.9 bhp,5.0,,7.81,5461.0,362.9,,West Bengal,1576.62,1576.62,10,1,10.73615316756472,labeled_for_modeling
Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Coimbatore,15114.99,2016,54620,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,21.66,1498.0,103.52,,Tamil Nadu,2348.93,2348.93,4,1,9.623442245618897,labeled_for_modeling
Skoda Superb Elegance 2.0 TDI CR AT,Pune,13030.16,2012,136997,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,17.2,1968.0,138.1,,Maharashtra,1681.38,1681.38,8,1,9.475021949398833,labeled_for_modeling
Hyundai EON Magna Plus,Kochi,6484.42,2019,14322,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,21.1,814.0,55.2,,Kerala,3133.18,3133.18,1,1,8.77715765558812,labeled_for_modeling
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,5365.36,2012,65634,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,22.07,1199.0,73.9,,Rajasthan,954.87,954.87,8,1,8.587718754397931,labeled_for_modeling
Datsun GO NXT,Kolkata,3832.4,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5.0,,20.63,1198.0,67.06,,West Bengal,1234.36,1234.36,4,1,8.251246517776718,labeled_for_modeling
Honda Brio S MT,Kolkata,3663.77,2013,33280,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,19.4,1198.0,86.8,,West Bengal,988.98,988.98,7,1,8.206247950897954,labeled_for_modeling
Mercedes-Benz B Class B180,Delhi,17245.8,2013,29000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,14.8,1595.0,120.7,,Delhi,3418.5,3418.5,7,1,9.755323914552992,labeled_for_modeling
Honda City i DTEC V,Kochi,10899.35,2015,42831,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Kerala,2222.0,2222.0,5,1,9.296458433411592,labeled_for_modeling
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,16709.26,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.99,2494.0,100.6,,Gujarat,2344.43,2344.43,4,1,9.72371833574947,labeled_for_modeling
Maruti Swift VXI Optional,Ahmedabad,9504.35,2017,24005,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,20.4,1197.0,81.8,,Gujarat,2654.42,2654.42,3,1,9.15950486752367,labeled_for_modeling
Mahindra XUV500 W8 2WD,Mumbai,12110.38,2012,32792,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,15.1,2179.0,140.0,,Maharashtra,1681.38,1681.38,8,1,9.401818215080425,labeled_for_modeling
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,6775.68,2014,147898,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,22.7,1498.0,89.84,,Kerala,2033.06,2033.06,6,1,8.821095009714961,labeled_for_modeling
Toyota Fortuner 4x2 Manual,Mumbai,20694.96,2012,131765,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,13.0,2982.0,168.5,,Maharashtra,1681.38,1681.38,8,1,9.937645471346947,labeled_for_modeling
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,9581.0,2013,65000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,,21.5,1498.0,108.5,,Tamil Nadu,1754.4,1754.4,7,1,9.167537249650874,labeled_for_modeling
Ford Figo Diesel Titanium,Jaipur,3219.22,2010,66123,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,20.0,1399.0,68.0,,Rajasthan,1723.88,1723.88,10,2,8.076894373169724,labeled_for_modeling
BMW X5 xDrive 30d,Mumbai,68983.2,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5.0,,15.3,2993.0,258.0,,Maharashtra,2202.22,2202.22,5,1,11.141618275672883,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,51599.43,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,19.27,2143.0,167.62,,Tamil Nadu,2629.14,2629.14,3,1,10.851265904897014,labeled_for_modeling
Honda Brio V MT,Bangalore,5595.3,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,19.4,1198.0,86.8,,Karnataka,1534.78,1534.78,8,2,8.629682238611512,labeled_for_modeling
Hyundai i10 Magna 1.2,Delhi,4215.64,2013,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Delhi,3418.5,3418.5,7,1,8.346556697581043,labeled_for_modeling
Mercedes-Benz GLC 220,Bangalore,65150.8,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,,17.9,2143.0,170.0,,Karnataka,2548.47,2548.47,4,1,11.084459861832935,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,9964.24,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.39 Lakh,18.9,1197.0,81.86,739.0,West Bengal,1654.74,1654.74,1,1,9.206757962804154,labeled_for_modeling
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,29126.24,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.68,1968.0,174.33,,Maharashtra,1681.38,1681.38,8,2,10.279394765069004,labeled_for_modeling
Volkswagen Vento Petrol Highline AT,Mumbai,6821.67,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,14.4,1598.0,103.6,,Maharashtra,1878.92,1878.92,7,2,8.827859588897415,labeled_for_modeling
Mini Countryman Cooper D,Jaipur,35258.08,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998 CC,112 bhp,5.0,,16.6,1998.0,112.0,,Rajasthan,1480.47,1480.47,3,2,10.470450001831713,labeled_for_modeling
Hyundai i20 Asta 1.4 CRDi,Bangalore,12800.22,2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Karnataka,1950.36,1950.36,6,1,9.457217637260005,labeled_for_modeling
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,35181.43,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.68,1968.0,174.33,,Maharashtra,1992.54,1992.54,6,1,10.468273665560947,labeled_for_modeling
Chevrolet Beat Diesel LT,Jaipur,2299.44,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,25.44,936.0,57.6,,Rajasthan,954.87,954.87,8,1,7.740420894010728,labeled_for_modeling
Skoda Superb Elegance 1.8 TSI AT,Kochi,10562.09,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.7,1798.0,157.75,,Kerala,1654.71,1654.71,8,1,9.265026454344,labeled_for_modeling
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2222.79,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,17.8,1399.0,68.0,,Tamil Nadu,3144.42,3144.42,14,2,7.706518442565343,labeled_for_modeling
BMW 5 Series 520d Luxury Line,Hyderabad,51354.16,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,69.47 Lakh,22.48,1995.0,190.0,6947.0,Telangana,1861.56,1861.56,6,1,10.846501224733585,labeled_for_modeling
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,1916.2,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,12.9,1598.0,102.5,,Rajasthan,1723.88,1723.88,13,1,7.558099337216773,labeled_for_modeling
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,6438.43,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,22.07,1199.0,73.9,,Telangana,1515.1,1515.1,8,1,8.770040000557199,labeled_for_modeling
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,10347.48,2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,19.98,1461.0,108.5,,Maharashtra,2202.22,2202.22,5,1,9.244498290787002,labeled_for_modeling
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,49054.72,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,13.0,2143.0,201.1,,Karnataka,1950.36,1950.36,6,1,10.80069168870229,labeled_for_modeling
Maruti Baleno Alpha,Kochi,11497.2,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,21.4,1197.0,83.1,877.9999999999999,Kerala,2748.78,2748.78,3,1,9.349858806444828,labeled_for_modeling
Hyundai Verna 1.6 SX,Delhi,7051.62,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,22.32,1582.0,126.32,,Delhi,3083.52,3083.52,8,1,8.861012656643315,labeled_for_modeling
Hyundai i10 Magna 1.1,Kochi,6193.16,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Kerala,2748.78,2748.78,3,1,8.731200736225189,labeled_for_modeling
Mahindra Scorpio 1.99 S10 4WD,Kochi,15804.82,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,15.4,1997.0,120.0,,Kerala,2493.69,2493.69,4,1,9.668070235783853,labeled_for_modeling
Land Rover Range Rover 2.2L Dynamic,Coimbatore,85477.85,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,12.7,2179.0,187.7,,Tamil Nadu,2915.6,2915.6,2,1,11.356012557034406,labeled_for_modeling
Ford Figo Diesel ZXI,Chennai,3985.7,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,20.0,1399.0,68.0,,Tamil Nadu,3144.42,3144.42,10,1,8.290468234518329,labeled_for_modeling
Maruti Ertiga ZDI,Mumbai,13030.16,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74 Lakh,25.47,1248.0,88.5,1274.0,Maharashtra,2455.89,2455.89,4,1,9.475021949398833,labeled_for_modeling
Honda City 1.5 GXI,Ahmedabad,4522.23,2007,60006,Petrol,Manual,First,0.0 kmpl,,,5.0,,18.2,1493.0,94.0,,Gujarat,3109.86,3109.86,13,1,8.416760513994708,labeled_for_modeling
Honda Amaze S i-Dtech,Kolkata,5365.36,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,25.8,1498.0,98.6,,West Bengal,1033.14,1033.14,6,1,8.587718754397931,labeled_for_modeling
Hyundai i10 Magna,Jaipur,5442.01,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Rajasthan,1251.39,1251.39,5,1,8.601903756901224,labeled_for_modeling
Honda Amaze S i-Dtech,Kolkata,4982.12,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,25.8,1498.0,98.6,,West Bengal,988.98,988.98,7,1,8.513610782244209,labeled_for_modeling
Skoda Laura Ambiente,Hyderabad,6898.32,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,17.5,1896.0,106.0,,Telangana,3386.01,3386.01,12,1,8.839033182678838,labeled_for_modeling
Renault Duster 85PS Diesel RxL,Delhi,8201.34,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,19.87,1461.0,83.8,,Delhi,3708.14,3708.14,6,1,9.012052834535774,labeled_for_modeling
Mahindra NuvoSport N6,Chennai,9964.24,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,10.52 Lakh,17.45,1493.0,100.0,1052.0,Tamil Nadu,2629.14,2629.14,3,2,9.206757962804154,labeled_for_modeling
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,13796.64,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.98 Lakh,24.3,1248.0,88.5,1198.0,Maharashtra,2455.89,2455.89,4,1,9.532180363238783,labeled_for_modeling
Hyundai i20 Asta Option 1.2,Kochi,9197.76,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Kerala,2493.69,2493.69,4,1,9.126715255130618,labeled_for_modeling
Skoda Fabia 1.4 MPI Ambiente,Jaipur,4215.64,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,,14.7,1390.0,85.0,,Rajasthan,1723.88,1723.88,11,1,8.346556697581043,labeled_for_modeling
Tata Indigo eCS GLX,Pune,2299.44,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,,15.64,1193.0,64.1,,Maharashtra,2736.81,2736.81,10,1,7.740420894010728,labeled_for_modeling
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,30505.9,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,15.73,1968.0,174.33,,Delhi,4053.92,4053.92,5,1,10.325675386510841,labeled_for_modeling
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,15329.6,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,14.7,1798.0,177.5,,Maharashtra,1992.54,1992.54,6,1,9.637540878896608,labeled_for_modeling
Toyota Etios Liva GD SP,Delhi,4598.88,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,23.59,1364.0,67.06,,Delhi,3708.14,3708.14,6,1,8.433568074570672,labeled_for_modeling
Maruti Swift 1.3 VXi,Kolkata,3234.55,2010,42001,Petrol,Manual,First,16.1 kmpl,,,5.0,,16.1,1493.0,94.0,,West Bengal,1576.62,1576.62,10,1,8.081645093704335,labeled_for_modeling
Mercedes-Benz B Class B180,Kochi,18334.2,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,14.8,1595.0,120.7,,Kerala,2033.06,2033.06,6,1,9.81652344715645,labeled_for_modeling
Honda Amaze S Diesel,Kolkata,4982.12,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,27.4,1498.0,98.6,853.9999999999999,West Bengal,988.98,988.98,7,1,8.513610782244209,labeled_for_modeling
Hyundai Verna 1.6 SX,Jaipur,7281.56,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,22.32,1582.0,126.32,,Rajasthan,954.87,954.87,8,2,8.893100403949113,labeled_for_modeling
Renault Duster 85PS Diesel RxL Optional,Mumbai,9121.11,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,20.46,1461.0,83.8,,Maharashtra,1992.54,1992.54,6,1,9.118346786188567,labeled_for_modeling
Hyundai Creta 1.6 VTVT S,Delhi,12493.62,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,15.29,1591.0,121.3,,Delhi,4053.92,4053.92,5,2,9.432973392991974,labeled_for_modeling
Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,20.51,998.0,67.0,,Maharashtra,2455.89,2455.89,4,1,8.774790728453004,labeled_for_modeling
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,11.74,1796.0,186.0,,West Bengal,1576.62,1576.62,10,1,9.68633104306604,labeled_for_modeling
